Name;;Country;;Description;;Thumbnail;;Publisher_Names;;Developer_Names;;Platform;;Steam_Link;;Release_Date;;Genre;;Epic_Link;;Playstation_Link;;Xbox_Link;;Switch_Link
DuckTales: Remastered;;United States;;DuckTales: Remastered is a beautiful hand-crafted reimagining of one of the most cherished 8-bit titles of all time. Go back to one of the golden ages of gaming, now refined with a leve...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/237630/header.jpg?t=1644283065;;Capcom;;WayForward;;Windows;;https://store.steampowered.com/app/237630/DuckTales_Remastered/;;13 Aug, 2013;;Action, Adventure, Casual;;Unknown;;Unknown;;Unknown;;Unknown
Drunken Robot Pornography;;United States;;Bullet-hell, boss-battle, first-person shooter, with giant-robots, martinis and jetpacks. YES. Drink the cocktails. Fight the titans. Make your own Titans. Drink your friend's cocktails...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/209060/header.jpg?t=1638318016;;Dejobaan Games, LLC;;Dejobaan Games, LLC;;Windows, SteamOS + Linux;;https://store.steampowered.com/app/209060/Drunken_Robot_Pornography/;;19 Feb, 2014;;Action, Indie;;Unknown;;Unknown;;Unknown;;Unknown
Drug Wars;;United States;;Drug Wars is a gritty, gory romp through a futuristic New York City, circa 3100, where severe global warming conditions have resulted in a harsh divide between upper-class Brooklyn gang...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/26300/header.jpg?t=1447351710;;Paleo Entertainment;;Paleo Entertainment;;Windows;;https://store.steampowered.com/app/26300/Drug_Wars/;;17 Mar, 2009;;Action, Indie;;Unknown;;Unknown;;Unknown;;Unknown
Dropsy;;United States;;Dropsy is a non-traditional take on the classic point and click adventure formula starring the game’s perpetually carefree namesake clown as he explores a richly detailed world full o...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/274350/header.jpg?t=1725396094;;Devolver Digital;;Tendershoot, A Jolly Corpse;;Windows, macOS, SteamOS + Linux;;https://store.steampowered.com/app/274350/Dropsy/;;10 Sep, 2015;;Adventure, Indie;;Unknown;;Unknown;;Unknown;;Unknown
Drive on Moscow;;United States;;Drive on Moscow: War in the Snow, a strategy game from the award-winning makers of Battle of the Bulge, invites you to take command of the pivotal battle of World War II! Defend the hom...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/520610/header.jpg?t=1575552857;;Slitherine Ltd.;;Shenandoah Studio;;Windows;;https://store.steampowered.com/app/520610/Drive_on_Moscow/;;27 Oct, 2016;;Strategy;;Unknown;;Unknown;;Unknown;;Unknown
Dreamscape;;United States;;Addictive RPG with bits of strategy to enhance the gameplay, Dreamscape can be played in 4 different modes and features different rewards for completing them. You even get bonus heroes ...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/271990/header.jpg?t=1727320063;;KOMODO;;Aldorlea Games;;Windows;;https://store.steampowered.com/app/271990/Dreamscape/;;2 Feb, 2015;;Adventure, Casual, Indie, RPG, Strategy;;Unknown;;Unknown;;Unknown;;Unknown
Dream Daddy: A Dad Dating Simulator;;United States;;Dream Daddy: A Dad Dating Simulator is a game where you play as a Dad and your goal is to meet and romance other hot Dads. Are you ready? Hi ready, I'm Dad.;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/654880/header.jpg?t=1600364211;;Game Grumps;;Game Grumps;;Windows, macOS, SteamOS + Linux;;https://store.steampowered.com/app/654880/Dream_Daddy_A_Dad_Dating_Simulator/;;20 Jul, 2017;;Casual, Indie, Simulation;;Unknown;;Unknown;;Unknown;;Unknown
Drawn to Life: Two Realms;;United States;;The quirky Raposa and your drawn hero return in Drawn to Life: Two Realms, the next installment in the beloved franchise! Uncover the mystery of the Shadow and save Mike and his friends...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1378070/header.jpg?t=1663256297;;505 Games;;Digital Continue;;Windows;;https://store.steampowered.com/app/1378070/Drawn_to_Life_Two_Realms/;;7 Dec, 2020;;Adventure;;Unknown;;Unknown;;Unknown;;Unknown
Drake Hollow;;United States;;Build and defend villages of vegetable folk from deadly feral beasts in the blighted world of The Hollow. Explore, gather, and fight! You can even invite your friends. Can you craft the...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/739650/header.jpg?t=1675427106;;CD PROJEKT RED;;The Molasses Flood;;Windows;;https://store.steampowered.com/app/739650/Drake_Hollow/;;1 Oct, 2020;;Action, Adventure, Indie;;Unknown;;Unknown;;Unknown;;Unknown
Dragonsphere;;United States;;Newly-crowned King of Callahach! It's been twenty years since your father saved the world by entrapping the evil Sorcerer Sanwe. Now the spell is waning. Sanwe's malevolent force will s...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/327940/header.jpg?t=1689355839;;Atari, Nightdive Studios;;MPS Labs;;Windows, SteamOS + Linux;;https://store.steampowered.com/app/327940/Dragonsphere/;;1 Jan, 1994;;Adventure;;Unknown;;Unknown;;Unknown;;Unknown
Dragon's Lair 2: Time Warp;;United States;;Princess Daphne has been spirited away to a wrinkle in time by the Evil Wizard Mordroc who plans to force her into marriage. Only you, Dirk the Daring, can save her.;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/240360/header.jpg?t=1709672173;;Digital Leisure Inc.;;Digital Leisure Inc.;;Windows, SteamOS + Linux;;https://store.steampowered.com/app/240360/Dragons_Lair_2_Time_Warp/;;16 Jun, 1991;;Action, Adventure, Casual;;Unknown;;Unknown;;Unknown;;Unknown
Dragon's Lair;;United States;;Haven't heard of Dragon's Lair?! Well, you play the heroic Dirk the Daring, a valiant knight on a quest to rescue the fair princess from the clutches of an evil dragon! Originally relea...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/227380/header.jpg?t=1709672143;;Digital Leisure Inc.;;Digital Leisure Inc.;;Windows, SteamOS + Linux;;https://store.steampowered.com/app/227380/Dragons_Lair/;;19 Jun, 1983;;Action, Adventure, Casual;;Unknown;;Unknown;;Unknown;;Unknown
Dragon's Eye;;United States;;Dragon's Eye is an action adventure game filled with fast paced combat against dangerous creatures in an ever changing open world. Play your way through this adventure as Yen, a brave k...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/830850/header.jpg?t=1618200733;;Pixel Maverick Games;;Pixel Maverick Games;;Windows;;https://store.steampowered.com/app/830850/Dragons_Eye/;;14 Aug, 2020;;Action, Indie, Early Access;;Unknown;;Unknown;;Unknown;;Unknown
Dragon Wars;;United States;;Over 60 monsters and 65 spells.A unique combat system: choose complexity of combat resolution, determine spell strength, select tactics of ranged combat.A paragraph book to enhance stor...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/624070/header.jpg?t=1667329346;;Interplay Entertainment Corp.;;Interplay Entertainment Corp.;;Windows, macOS, SteamOS + Linux;;https://store.steampowered.com/app/624070/Dragon_Wars/;;1 Jan, 1990;;Adventure, RPG;;Unknown;;Unknown;;Unknown;;Unknown
Dragon Fin Soup;;United States;;Dragon Fin Soup seamlessly blends genres to create a fresh experience: half story-driven tactical RPG and half high-stakes roguelike, with a pinch of crass humor and a heaping helping o...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/299600/header.jpg?t=1490119995;;Grimm Bros, LLC;;Grimm Bros, LLC;;Windows;;https://store.steampowered.com/app/299600/Dragon_Fin_Soup/;;3 Nov, 2015;;Indie, RPG;;Unknown;;Unknown;;Unknown;;Unknown
Dragon Fantasy: The Volumes of Westeria;;United States;;Experience an all-new old adventure! Fight your way through hordes of strange, silly, and scary monsters! Explore the caves, castles, and dungeons of an ancient evil! Meet warriors, pri...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/327980/header.jpg?t=1655321859;;Choice Provisions;;Muteki;;Windows, macOS, SteamOS + Linux;;https://store.steampowered.com/app/327980/Dragon_Fantasy_The_Volumes_of_Westeria/;;9 Apr, 2015;;RPG;;Unknown;;Unknown;;Unknown;;Unknown
Dragon Fantasy: The Black Tome of Ice;;United States;;Join Ogden and the heroes of Westeria in this classic JRPG epic, Dragon Fantasy: The Black Tome of Ice. Travel through the frozen wastelands of Tundaria and defeat oncoming hordes of de...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/328000/header.jpg?t=1655321906;;Choice Provisions;;Muteki;;Windows, macOS, SteamOS + Linux;;https://store.steampowered.com/app/328000/Dragon_Fantasy_The_Black_Tome_of_Ice/;;26 May, 2016;;RPG;;Unknown;;Unknown;;Unknown;;Unknown
Double Switch - 25th Anniversary Edition;;United States;;Welcome to the Edward Arms, a mansion full of intrigue and shady characters who are never as they seem. At first, you must watch rooms closely, trapping any intruders with ingenious hid...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/878290/header.jpg?t=1544548464;;Screaming Villains;;Screaming Villains;;Windows;;https://store.steampowered.com/app/878290/Double_Switch__25th_Anniversary_Edition/;;11 Dec, 2018;;Action;;Unknown;;Unknown;;Unknown;;Unknown
Double Dragon: Neon;;United States;;BRO-TACULAR! Legendary martial artists, Billy and Jimmy Lee return in this creative re-imagining of the classic beat ‘em up, Double Dragon Neon. Fight your way through countless hench...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/252350/header.jpg?t=1447358674;;Midnight City, Majesco Entertainment;;WayForward, Abstraction Games;;Windows;;https://store.steampowered.com/app/252350/Double_Dragon_Neon/;;6 Feb, 2014;;Action, Indie;;Unknown;;Unknown;;Unknown;;Unknown
Dota Underlords;;United States;;Hire a crew and destroy your rivals in this new strategy battler set in the world of Dota. Introducing Season One: Explore White Spire and earn rewards on the Battle Pass. Pick from sev...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1046930/header.jpg?t=1649700104;;Valve;;Valve;;Windows, macOS, SteamOS + Linux;;https://store.steampowered.com/app/1046930/Dota_Underlords/;;20 Jun, 2019;;Casual, Free To Play, Strategy;;Unknown;;Unknown;;Unknown;;Unknown
Dota 2;;United States;;Every day, millions of players worldwide enter battle as one of over a hundred Dota heroes. And no matter if it's their 10th hour of play or 1,000th, there's always something new to dis...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/570/header.jpg?t=1729702585;;Valve;;Valve;;Windows, macOS, SteamOS + Linux;;https://store.steampowered.com/app/570/Dota_2/;;9 Jul, 2013;;Action, Strategy, Free To Play;;Unknown;;Unknown;;Unknown;;Unknown
DOOM + DOOM II;;United States;;Developed by id Software, and originally released in 1993 and 1994, the definitive, newly enhanced versions of DOOM + DOOM II are available as a combined product.;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2280/header.jpg?t=1726172230;;Bethesda;;id Software, Nightdive Studios;;Windows;;https://store.steampowered.com/app/2280/DOOM__DOOM_II/;;30 Apr, 1995;;Action;;Unknown;;Unknown;;Unknown;;Unknown
Donut County;;United States;;Donut County is a story-based physics puzzle game where you play as an ever-growing hole in the ground. Meet cute characters, steal their trash, and throw them in a hole.;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/702670/header.jpg?t=1729099497;;Annapurna Interactive;;Ben Esposito;;Windows, macOS;;https://store.steampowered.com/app/702670/Donut_County/;;28 Aug, 2018;;Adventure, Casual, Indie;;Unknown;;Unknown;;Unknown;;Unknown
Doki Doki Literature Club Plus!;;United States;;Welcome to the club! Write poems for your crush and experience the terror of school romance in this critically-acclaimed psychological horror story.;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1388880/header.jpg?t=1727387604;;Serenity Forge;;Team Salvato;;Windows, macOS;;https://store.steampowered.com/app/1388880/Doki_Doki_Literature_Club_Plus/;;30 Jun, 2021;;Casual, Indie;;Unknown;;Unknown;;Unknown;;Unknown
Doki Doki Literature Club!;;United States;;The Literature Club is full of cute girls! Will you write the way into their heart? This game is not suitable for children or those who are easily disturbed.;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/698780/header.jpg?t=1681943582;;Team Salvato;;Team Salvato;;Windows, macOS;;https://store.steampowered.com/app/698780/Doki_Doki_Literature_Club/;;22 Sep, 2017;;Casual, Free To Play, Indie;;Unknown;;Unknown;;Unknown;;Unknown
Divekick;;United States;;Divekick is the world’s first two-button fighting game. It distills the essence of the fighting game genre into just two buttons with no d-pad directional movement. Includes two extra...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/244730/header.jpg?t=1696358611;;Iron Galaxy Studios;;Iron Galaxy Studios;;Windows;;https://store.steampowered.com/app/244730/Divekick/;;20 Aug, 2013;;Action, Indie;;Unknown;;Unknown;;Unknown;;Unknown
Disney's Chicken Little: Ace in Action;;United States;;"Inspired by the ""superhero movie within the movie"" finale of Walt Disney Pictures' film ""Chicken Little,"" Disney""s Chicken Little: Ace in Action features Ace, the superhero alter ego of...";;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/338300/header.jpg?t=1571775164;;Disney ;;Avalanche Software;;Windows;;https://store.steampowered.com/app/338300/Disneys_Chicken_Little_Ace_in_Action/;;7 Dec, 2006;;Action, Adventure;;Unknown;;Unknown;;Unknown;;Unknown
Disney Princess: My Fairytale Adventure;;United States;;Young gamers travel to the worlds of Cinderella, Rapunzel, Ariel, Belle, and Tiana on a quest to transform evil imps back into friendly sprites in Disney Princess: My Fairytale Adventur...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/319080/header.jpg?t=1571776895;;Disney;;High Impact Games;;Windows;;https://store.steampowered.com/app/319080/Disney_Princess_My_Fairytale_Adventure/;;25 May, 2012;;Action;;Unknown;;Unknown;;Unknown;;Unknown
Disney Princess: Enchanted Journey;;United States;;In Disney Princess: Enchanted Journey, players are transported to environments based on classic films as they discover the courage, trust, and friendship needed to become a real princes...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/322130/header.jpg?t=1571776911;;Disney;;Papaya Studio;;Windows;;https://store.steampowered.com/app/322130/Disney_Princess_Enchanted_Journey/;;7 Nov, 2007;;Adventure;;Unknown;;Unknown;;Unknown;;Unknown
Disney Infinity 3.0: Gold Edition;;United States;;Enjoy Disney Infinity with a Full Toy Box! Disney Infinity 3.0: Gold Edition includes Star Wars with the existing collection of Marvel and Disney characters and worlds, and NOW with all...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/541670/header.jpg?t=1571776454;;Disney;;Avalanche Software, Heavy Iron Studios;;Windows;;https://store.steampowered.com/app/541670/Disney_Infinity_30_Gold_Edition/;;9 Dec, 2016;;Action, Adventure;;Unknown;;Unknown;;Unknown;;Unknown
Disney Infinity 2.0: Gold Edition;;United States;;Enjoy Disney Infinity with a Full Toy Box! Disney Infinity 2.0: Gold Edition invites you to enter the worlds of Disney Storytelling and Marvel Adventures with all Disney Infinity 2.0 Ch...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/541660/header.jpg?t=1571776448;;Disney;;Avalanche Software, Heavy Iron Studios;;Windows;;https://store.steampowered.com/app/541660/Disney_Infinity_20_Gold_Edition/;;9 Dec, 2016;;Action, Adventure;;Unknown;;Unknown;;Unknown;;Unknown
Disney Infinity 1.0: Gold Edition;;United States;;Enjoy Disney Infinity with a Full Toy Box! Disney Infinity 1.0: Gold Edition gives you the freedom to create stories and play experiences with all Disney Infinity 1.0 Characters and Pla...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/541640/header.jpg?t=1571776415;;Disney;;Avalanche Software, Heavy Iron Studios;;Windows;;https://store.steampowered.com/app/541640/Disney_Infinity_10_Gold_Edition/;;9 Dec, 2016;;Action, Adventure;;Unknown;;Unknown;;Unknown;;Unknown
The Disney Afternoon Collection;;United States;;Starring a cast of beloved Disney characters, The Disney Afternoon Collection takes you back to a golden era of gaming and afternoons filled with adventure. All six classic games featur...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/525040/header.jpg?t=1644219301;;Capcom;;Capcom, Digital Eclipse;;Windows;;https://store.steampowered.com/app/525040/The_Disney_Afternoon_Collection/;;18 Apr, 2017;;Action;;Unknown;;Unknown;;Unknown;;Unknown
Disintegration;;United States;;Pilot a heavily armed Gravcycle in Disintegration, a new sci-fi first-person shooter unlike any other. Command your troops on the ground as you battle through a thrilling single-player ...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/536280/header.jpg?t=1670023172;;Private Division;;V1 Interactive;;Windows;;https://store.steampowered.com/app/536280/Disintegration/;;15 Jun, 2020;;Action, Adventure;;Unknown;;Unknown;;Unknown;;Unknown
The Dishwasher: Vampire Smile;;United States;;The followup to 2009's Dead Samurai, The Dishwasher: Vampire Smile is a combo-fueled, fast-paced, stylistic 2D action platformer that features the series' staple gritty, graphic novel-i...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/268990/header.jpg?t=1666987703;;Ska Studios;;Ska Studios;;Windows, macOS, SteamOS + Linux;;https://store.steampowered.com/app/268990/The_Dishwasher_Vampire_Smile/;;12 May, 2017;;Action, Indie;;Unknown;;Unknown;;Unknown;;Unknown
Dishonored;;United States;;Dishonored is an immersive first-person action game that casts you as a supernatural assassin driven by revenge. With Dishonored’s flexible combat system, creatively eliminate your ta...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/205100/header.jpg?t=1726757539;;Bethesda Softworks;;Arkane Studios;;Windows;;https://store.steampowered.com/app/205100/Dishonored/;;11 Oct, 2012;;Action, Adventure;;Unknown;;Unknown;;Unknown;;Unknown
Discoveries of the Deep;;United States;;Join an expedition to the unexplored abyss – a fascinating world of strange creatures, lost vessels, and a wealth of untold secrets. Search for ancient wrecks, underwater trenches, mi...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1568430/header.jpg?t=1617389016;;Ziggurat;;Capstone Software;;Windows;;https://store.steampowered.com/app/1568430/Discoveries_of_the_Deep/;;1 Jan, 1993;;Simulation;;Unknown;;Unknown;;Unknown;;Unknown
Disc Jam;;United States;;A fast-paced action-sports game that pits 2-4 players against each other in a frantic combination of air hockey and tennis. Players scramble to retrieve and throw a glowing disc while u...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/415880/header.jpg?t=1720056456;;High Horse Entertainment;;High Horse Entertainment;;Windows;;https://store.steampowered.com/app/415880/Disc_Jam/;;7 Mar, 2017;;Action, Indie, Sports;;Unknown;;Unknown;;Unknown;;Unknown
Dino Run DX;;United States;;DINOSAURS. PIXELS. PYROCLASTIC DOOM WALLS. MASSIVE INDIE CROSSOVERS. Dino Run DX has all of that and more. Come rediscover the original runner and escape extinction all over again.;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/248330/header.jpg?t=1727442160;;Pixeljam;;Pixeljam;;Windows, macOS;;https://store.steampowered.com/app/248330/Dino_Run_DX/;;29 Sep, 2015;;Action, Indie, Racing;;Unknown;;Unknown;;Unknown;;Unknown
Dino D-Day;;United States;;Frantic, multiplayer action involving Nazis and dinosaurs! What are you waiting for? This is World War II as it should have been!;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/70000/header.jpg?t=1478380788;;800 North and Digital Ranch;;800 North and Digital Ranch;;Windows;;https://store.steampowered.com/app/70000/Dino_DDay/;;8 Apr, 2011;;Action, Indie;;Unknown;;Unknown;;Unknown;;Unknown
Diner Dash:® Hometown Hero™;;United States;;On a visit to her hometown, Flo and her Grandma Florence take a stroll down memory lane. Bring five restaurants back to life, and meet new customers like the Hungry Man and the Celebrit...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/37240/header.jpg?t=1447352391;;PlayFirst;;PlayFirst;;Windows, macOS;;https://store.steampowered.com/app/37240/Diner_Dash_Hometown_Hero/;;12 Aug, 2009;;Simulation;;Unknown;;Unknown;;Unknown;;Unknown
Din's Curse;;United States;;Din, champion of the gods, has cursed you into a second life of service because you selfishly squandered your first one while causing misfortune to those around you.;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/217290/header.jpg?t=1724974259;;Soldak Entertainment;;Soldak Entertainment;;Windows, macOS, SteamOS + Linux;;https://store.steampowered.com/app/217290/Dins_Curse/;;31 Mar, 2010;;Action, Indie, RPG;;Unknown;;Unknown;;Unknown;;Unknown
The Dig®;;United States;;An asteroid the size of a small moon is on a crash course toward Earth. Once the wayward asteroid is nuked into a safe orbit, a trio conducts a routine examination of the rocky surface....;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/6040/header.jpg?t=1542756570;;LucasArts;;LucasArts;;Windows, macOS;;https://store.steampowered.com/app/6040/The_Dig/;;1 Nov, 1995;;Adventure;;Unknown;;Unknown;;Unknown;;Unknown
Diaries of a Spaceport Janitor;;United States;;Diaries of a Spaceport Janitor is an anti-adventure game about picking up trash in an alien bazaar. Play as the Janitor, an Alaensee girlbeast with a municipally-subsidized trash incine...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/436500/header.jpg?t=1692115240;;Sundae Month;;Sundae Month;;Windows, macOS;;https://store.steampowered.com/app/436500/Diaries_of_a_Spaceport_Janitor/;;16 Sep, 2016;;Adventure, Casual, Indie, RPG, Simulation;;Unknown;;Unknown;;Unknown;;Unknown
Devolver Bootleg;;United States;;Devolver Bootleg contains eight original rip-offs of Devolver Digital games. Pay money for it now.;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1066260/header.jpg?t=1623085753;;Devolver Digital;;doinksoft;;Windows;;https://store.steampowered.com/app/1066260/Devolver_Bootleg/;;9 Jun, 2019;;Action, Adventure, Casual, Indie, Sports;;Unknown;;Unknown;;Unknown;;Unknown
Destiny 2;;United States;;Destiny 2 is an action MMO with a single evolving world that you and your friends can join anytime, anywhere, absolutely free.;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1085660/header.jpg?t=1729011722;;Bungie ;;Bungie;;Windows;;https://store.steampowered.com/app/1085660/Destiny_2/;;1 Oct, 2019;;Action, Adventure, Free To Play;;Unknown;;Unknown;;Unknown;;Unknown
Descent: FreeSpace – The Great War;;United States;;Volition's classic is back. Descent: FreeSpace is the quintessential old school space shooter. With a deep story, great graphics and engaging battles against fighters to capital ships i...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/273600/header.jpg?t=1667328549;;Interplay Inc.;;Volition Inc.;;Windows;;https://store.steampowered.com/app/273600/Descent_FreeSpace__The_Great_War/;;7 May, 2014;;Action;;Unknown;;Unknown;;Unknown;;Unknown
Descent 3;;United States;;The vertigo continues as the highly anticipated sequel to Descent I and II takes the mind-bending, pulse-pounding experience to another level!;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/273590/header.jpg?t=1667254605;;Interplay Inc.;;Outrage Entertainment;;Windows, macOS, SteamOS + Linux;;https://store.steampowered.com/app/273590/Descent_3/;;15 Apr, 2014;;Action;;Unknown;;Unknown;;Unknown;;Unknown
Descent 2;;United States;;You're going down... again.If you thought Descent™ went to the edge of 360° 3D power-blasting sensory insanity, then prepare yourself. You're about to plunge over the edge, and into ...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/273580/header.jpg?t=1667243373;;Interplay Inc.;;Parallax;;Windows, macOS, SteamOS + Linux;;https://store.steampowered.com/app/273580/Descent_2/;;19 Feb, 2014;;Action;;Unknown;;Unknown;;Unknown;;Unknown
Depths of Peril;;United States;;Depths of Peril is a single player action RPG (role-playing game) with strong strategy elements. You play as a faction leader protecting the barbarian city, Jorvik, by destroying threat...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/23600/header.jpg?t=1724974208;;Soldak Entertainment;;Soldak Entertainment;;Windows, macOS, SteamOS + Linux;;https://store.steampowered.com/app/23600/Depths_of_Peril/;;5 Sep, 2007;;Indie, RPG, Strategy;;Unknown;;Unknown;;Unknown;;Unknown
Depression Quest;;United States;;Depression Quest is an interactive fiction game where you play as someone living with depression. You are given a series of everyday life events and have to attempt to manage your illne...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/270170/header.jpg?t=1447359786;;The Quinnspiracy;;The Quinnspiracy, Patrick Lindsey, Isaac Schankler;;Windows, macOS, SteamOS + Linux;;https://store.steampowered.com/app/270170/Depression_Quest/;;11 Aug, 2014;;Free To Play, Indie, RPG, Simulation;;Unknown;;Unknown;;Unknown;;Unknown
DEMON'S TILT;;United States;;TURBO CHARGED PINBALL RETURNS! Now with bigger sprites, more baddies, more secrets & MORE BULLETS! Demon's Tilt pushes the limits of the Video Pinball genre with SHMUP & Hack N' Slash e...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/422510/header.jpg?t=1695830136;;FLARB LLC;;WIZNWAR, FLARB LLC;;Windows, macOS;;https://store.steampowered.com/app/422510/DEMONS_TILT/;;13 Dec, 2019;;Action, Indie;;Unknown;;Unknown;;Unknown;;Unknown
Demon Turf: Neon Splash;;United States;;Maintain a constant momentum of precision platforming through surreal worlds, filled with bright neon colors, and enjoy the intoxicating combination of 2D & 3D art! Explore and hunt col...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1747890/header.jpg?t=1725463724;;Playtonic Friends;;Fabraz;;Windows;;https://store.steampowered.com/app/1747890/Demon_Turf_Neon_Splash/;;14 Apr, 2022;;Adventure, Indie, Simulation;;Unknown;;Unknown;;Unknown;;Unknown
Demon Turf: Trials;;United States;;The 3D Platformer with attitude is out now, but you can play the Trials edition to get a feel for it! Check out the demo and compete in new challenge levels each week! Jump, spin and pu...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1451650/header.jpg?t=1636027784;; Playtonic Friends;;Fabraz;;Windows;;https://store.steampowered.com/app/1451650/Demon_Turf_Trials/;;27 Nov, 2020;;Action, Adventure, Indie;;Unknown;;Unknown;;Unknown;;Unknown
Demon Turf: Queens Edition;;United States;;The ultimate version of the 3D Platformer with attitude! Join Beebz on three seperate adventures to ultimately claim the Demon Queen title! Jump, spin and punch your way across the turf...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1325900/header.jpg?t=1725463579;;Playtonic Friends;;Fabraz;;Windows;;https://store.steampowered.com/app/1325900/Demon_Turf_Queens_Edition/;;4 Nov, 2021;;Adventure, Indie;;Unknown;;Unknown;;Unknown;;Unknown
Demigod;;United States;;Set in a magical world where gods walk among mortals, Demigod blends action, strategy and role-playing elements into a thrilling new experience.;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/202710/header.jpg?t=1713391131;;Stardock Entertainment;;Gas Powered Games;;Windows;;https://store.steampowered.com/app/202710/Demigod/;;14 Dec, 2011;;Action, Indie, RPG, Strategy;;Unknown;;Unknown;;Unknown;;Unknown
Dementium II HD;;United States;;The visage of doctors and patients alike fade in and out of these nightmarish visions of tortured memories. This eggshell reality is fractured by experiments conducted in the ward. Bloo...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/217100/header.jpg?t=1474895574;;Missing Link Games;;Memetic Games;;Windows;;https://store.steampowered.com/app/217100/Dementium_II_HD/;;17 Dec, 2013;;Action, Adventure, Indie;;Unknown;;Unknown;;Unknown;;Unknown
Delver;;United States;;Delve into the shifting dungeons on your hunt for the Yithidian orb, but getting it might just be the easy part. Delver is a single player first-person action roguelike dungeon crawler,...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/249630/header.jpg?t=1626454365;;Priority Interrupt;;Chad Cuddigan, Joshua Skelton;;Windows, macOS, SteamOS + Linux;;https://store.steampowered.com/app/249630/Delver/;;1 Feb, 2018;;Action, Adventure, Indie, RPG;;Unknown;;Unknown;;Unknown;;Unknown
