Name;Country;Description;Thumbnail;Publisher_Names;Developer_Names;Platform;Steam_Link;Release_Date;Genre;Epic_Link;Playstation_Link;Xbox_Link;Switch_Link
SaGa Emerald Beyond ;Japan;FORGE YOUR OWN TALE The latest standalone entry in the SaGa franchise, SaGa Emerald Beyond, brings together the very best elements of the beloved series to offer each player their own u;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2085000/header.jpg?t=1719341748;Square Enix;Square Enix;Windows;https://store.steampowered.com/app/2085000/SaGa_Emerald_Beyond/;25 Apr, 2024;RPG;Unknown;Unknown;Unknown;Unknown
Jinshin;Japan;Join the clan of sword mastery and wisdom in an ancient fantasy JRPG tale!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2620210/header.jpg?t=1725607234;KEMCO;Exe Create Inc.;Windows;https://store.steampowered.com/app/2620210/Jinshin/;21 Dec, 2023;Adventure, RPG, Simulation, Strategy;Unknown;Unknown;Unknown;Unknown
The Exit 8;Japan;"You are trapped in an endless underground passageway. Observe your surroundings carefully to reach ""The Exit 8"".";https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2653790/header.jpg?t=1722847662;KOTAKE CREATE;KOTAKE CREATE;Windows;https://store.steampowered.com/app/2653790/The_Exit_8/;29 Nov, 2023;Adventure, Indie, Simulation;Unknown;Unknown;Unknown;Unknown
Monster Hunter Wilds;Japan;The hunt is on in Monster Hunter Wilds, the latest installment in the Monster Hunter series, now in development. Experience the pinnacle of excellence in hunting action gameplay. Planne;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2246340/header.jpg?t=1717124069;CAPCOM Co., Ltd.;CAPCOM Co., Ltd.;Windows;https://store.steampowered.com/app/2246340/Monster_Hunter_Wilds/;To be announced;Action;Unknown;Unknown;Unknown;Unknown
Together We Live;Japan;This is a visual novel game without player selections. To atone for the sins of humanity, the girl continues to die.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/743940/header.jpg?t=1725607242; KEMCO;Water Phoenix;Windows;https://store.steampowered.com/app/743940/Together_We_Live/;8 Dec, 2017;Adventure, Indie;Unknown;Unknown;Unknown;Unknown
SUSHI SOUL UNIVERSE;Japan;Multiverse sushi eating 3D action game! An epic love story with a sushi theme! ...sushi! very delicious! Apologize because it's too delicious!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2562460/header.jpg?t=1702134243;くそいサイト;くそいサイト;Windows;https://store.steampowered.com/app/2562460/SUSHI_SOUL_UNIVERSE/;9 Dec, 2023;Action, Indie;Unknown;Unknown;Unknown;Unknown
Final Stardust: Cosmic Nexus;Japan;A fast-paced Collectible Card Game focusing on the essentials, by a casual gamer for casual gamers! Easy to pick up, fast to play, and with no need to waste time on mastering the curren;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1896570/header.jpg?t=1724085569;indie.io;NourSaiFR;Windows;https://store.steampowered.com/app/1896570/Final_Stardust_Cosmic_Nexus/;24 Jun, 2024;Adventure, Casual, Indie, Simulation, Strategy;Unknown;Unknown;Unknown;Unknown
Sona-Nyl of the Violet Shadows Refrain;Japan;The 5th entry in Liarsoft's Steampunk visual novel series is a mysterious fairytale in which fantasy and reality intertwine. The story unfolds from the perspectives of 2 women: one who ;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2656690/header.jpg?t=1725519631;MangaGamer;Liar-soft;Windows, macOS, SteamOS + Linux;https://store.steampowered.com/app/2656690/SonaNyl_of_the_Violet_Shadows_Refrain/;7 Dec, 2023;Adventure, Indie;Unknown;Unknown;Unknown;Unknown
Nephilim;Japan;"""Nephilim"" is a single-player social deduction game to reveal the heretics who have infiltrated the congregations. Throw down God's judgment on the fools who rebel against the omniscien";https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2452100/header.jpg?t=1724120329;Fantasista Co.,Ltd;Fantasista Co.,Ltd;Windows, macOS;https://store.steampowered.com/app/2452100/Nephilim/;23 Oct, 2023;Adventure, Simulation;Unknown;Unknown;Unknown;Unknown
犬神ディフェンダーズ / Soul Dog TD;Japan;Fight alongside a dog in this tower defense game! Defeat foes and choose 1 of the 3 items they drop. Simple controls make the game easy to pick up and play, and before you know it you'l;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2093970/header.jpg?t=1716181328;Libragames;Libragames;Windows;https://store.steampowered.com/app/2093970/__Soul_Dog_TD/;29 Nov, 2023;Strategy;Unknown;Unknown;Unknown;Unknown
FINAL FANTASY VII EVER CRISIS;Japan;Relive the most memorable moments from FFVII and experience the journey of a young hero Sephiroth in FINAL FANTASY VII EVER CRISIS.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2484110/header.jpg?t=1712120882;Square Enix;Square Enix, Applibot, Inc.;Windows;https://store.steampowered.com/app/2484110/FINAL_FANTASY_VII_EVER_CRISIS/;6 Dec, 2023;Adventure, RPG;Unknown;Unknown;Unknown;Unknown
SUIKA DISH;Japan;Players drop fruits one by one at any time and stack them up. and when two fruits of the same type touch each other, the fruit changes to a larger fruit. Repeat this process to make the;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2679980/header.jpg?t=1702259861;2nek;2nek;Windows;https://store.steampowered.com/app/2679980/SUIKA_DISH/;17 Nov, 2023;Casual, Indie;Unknown;Unknown;Unknown;Unknown
Ninja Issen (忍者一閃);Japan;"With its cyberpunk city brought to life with retro graphics, Ninja Issen invites players into a world filled with ""hyper ninja action"" as they work alone to annihilate waves of enemy tr";https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1714550/header.jpg?t=1724403178;CFK Co., Ltd.;ASTEROID-J;Windows;https://store.steampowered.com/app/1714550/Ninja_Issen/;22 Nov, 2023;Action, Adventure, Indie;Unknown;Unknown;Unknown;Unknown
SHINJUKU SOUMEI;Japan;Through the eyes of Torao, explore a story that raises profound questions about the value of life. Questions that speak to those living in modern times, those in the city, and for all o;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2541160/header.jpg?t=1725592678;G-MODE;G-MODE, Plus81, Nekoday;Windows;https://store.steampowered.com/app/2541160/SHINJUKU_SOUMEI/;23 May, 2024;Adventure;Unknown;Unknown;Unknown;Unknown
Ufouria: The Saga 2;Japan;Explore the unique and wacky world of SUNSOFT's Ufouria in this exploration-based side-scrolling game. The levels' terrain change each time you play with new secrets to explore. Be char;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2685090/header.jpg?t=1724906422;SUNSOFT;SUNSOFT;Windows;https://store.steampowered.com/app/2685090/Ufouria_The_Saga_2/;28 Feb, 2024;Action;Unknown;Unknown;Unknown;Unknown
Fairune: Fragment Isles;Japan;Where did all the fairies go? Fairune: Fragment Isles is an action-adventure game where you follow Liana through her journey solving mysteries and puzzles from island to island.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2557740/header.jpg?t=1725004647;Flyhigh Works;SKIPMORE, ESQUADRA,inc.;Windows;https://store.steampowered.com/app/2557740/Fairune_Fragment_Isles/;To be announced;Adventure;Unknown;Unknown;Unknown;Unknown
Cat & Gold;Japan;A 3D side-scrolling action game in which a cat retrieves stolen gold.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2347180/header.jpg?t=1699617621;GosunSoft;GosunSoft;Windows;https://store.steampowered.com/app/2347180/Cat__Gold/;10 Nov, 2023;Action, Indie;Unknown;Unknown;Unknown;Unknown
VoiceMelody - Kawaii Voice Changer;Japan;High-performance voice changer at a low price! We have been able to offer a voice changer available for commercial use and can be used for various purposes such as video production, VTu;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2494860/header.jpg?t=1699541560;TalkingEEL;TalkingEEL;Windows;https://store.steampowered.com/app/2494860/VoiceMelody__Kawaii_Voice_Changer/;9 Nov, 2023;Audio Production;Unknown;Unknown;Unknown;Unknown
UsoNatsu ~The Summer Romance Bloomed From A Lie~;Japan;This is a story about finding love to overwrite the feelings for the one they held dearest. A girls love visual novel about summer, love and adolescence.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1575980/header.jpg?t=1718995518;Sekai Project;LYCORIS;Windows;https://store.steampowered.com/app/1575980/UsoNatsu_The_Summer_Romance_Bloomed_From_A_Lie/;3 Nov, 2023;Adventure, Casual;Unknown;Unknown;Unknown;Unknown
Kuroinu 2 Redux;Japan;As the Nation faces invasion from the peoples it has pillaged for a century, one man defends it: Derek Rondo, the second coming of the Mercenary King Vult. He fights for his country, bu;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2544760/header.jpg?t=1724913811;Shiravune;Liquid;Windows;https://store.steampowered.com/app/2544760/Kuroinu_2_Redux/;6 Nov, 2023;Adventure;Unknown;Unknown;Unknown;Unknown
Wedding Witch;Japan;Here is a witch who wants nothing but to marry you. She decides to seek potions from a certain Succubus in order to charm you... but a labyrinthine forest filled with devils stands in h;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2529820/header.jpg?t=1721724148;Chowbie;Chowbie;Windows, macOS, SteamOS + Linux;https://store.steampowered.com/app/2529820/Wedding_Witch/;3 Nov, 2023;Action, Indie, RPG;Unknown;Unknown;Unknown;Unknown
[Chilla's Art] The Kidnap | 誘拐事件;Japan;The Kidnap | 誘拐事件 is a Japanese horror game about a kidnapping incident.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2593900/header.jpg?t=1698800412;Chilla's Art;Chilla's Art;Windows;https://store.steampowered.com/app/2593900/Chillas_Art_The_Kidnap/;31 Oct, 2023;Indie;Unknown;Unknown;Unknown;Unknown
Phantom Rose 2 Sapphire;Japan;Phantom Rose 2 is a roguelike deckbuilding game. Fight and collect powerful cards as Aria, trying to survive in her cherished school that’s being ravaged by evil creatures.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1964200/header.jpg?t=1712779391;PLAYISM;makaroll;Windows, macOS;https://store.steampowered.com/app/1964200/Phantom_Rose_2_Sapphire/;29 Oct, 2023;Indie, Strategy;Unknown;Unknown;Unknown;Unknown
Amazing Grace -What color is your attribute?-;Japan;“A holy night with no dawn, my dear...” You awaken in a strange town full of art, blanketed in snow, and enclosed by a massive wall. On Christmas, it all burns down—and the girl w;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2553910/header.jpg?t=1724911336;Shiravune;Cabbage Soft;Windows;https://store.steampowered.com/app/2553910/Amazing_Grace_What_color_is_your_attribute/;25 Apr, 2024;Adventure;Unknown;Unknown;Unknown;Unknown
AMEDAMA;Japan;Side-scrolling, soul-shifting sandbox action adventure brought to life with a striking new 2D style! With only his soul remaining, Yushin must fight tooth and nail, possessing body afte;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2411980/header.jpg?t=1726229532;IzanagiGames;IzanagiGames, ACQUIRE Corp.;Windows;https://store.steampowered.com/app/2411980/AMEDAMA/;12 Sep, 2024;Action, Adventure;Unknown;Unknown;Unknown;Unknown
METAL GEAR SOLID Δ: SNAKE EATER;Japan;Discover the origin story of iconic military operative Snake and begin to unravel the plot of the legendary METAL GEAR series.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2417610/header.jpg?t=1718066018;KONAMI;KONAMI;Windows;https://store.steampowered.com/app/2417610/METAL_GEAR_SOLID_D_SNAKE_EATER/;To be announced;Action;Unknown;Unknown;Unknown;Unknown
Taimanin Asagi;Japan;A classic visual novel about a demon-slaying ninja. Asagi was the strongest Taimanin in Tokyo, but after completing her last mission, she just wants to settle down and marry her lover K;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2430160/header.jpg?t=1724986113;Shiravune;Lilith;Windows;https://store.steampowered.com/app/2430160/Taimanin_Asagi/;26 Oct, 2023;Adventure;Unknown;Unknown;Unknown;Unknown
C.A.R.D.S. RPG: The Misty Battlefield;Japan;This game combines roguelike-style deckbuilding with SRPGs to create an all-new experience! Follow Vel as she leads the Clausewitz Battalion into battle against Fahftania and the Hellmu;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2539880/header.jpg?t=1726285463;ACQUIRE Corp.;ACQUIRE Corp.;Windows;https://store.steampowered.com/app/2539880/CARDS_RPG_The_Misty_Battlefield/;22 May, 2024;RPG, Strategy;Unknown;Unknown;Unknown;Unknown
AQUARIUM;Japan;This is the summer story of Aqua - a beginning maid carrying a secret - and her master (the player) who lost part of his memory. This is the pure summer love story of two individuals fr;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2515070/header.jpg?t=1698247231;ENTERGRAM,INC.;ENTERGRAM,INC.;Windows;https://store.steampowered.com/app/2515070/AQUARIUM/;25 Oct, 2023;Adventure;Unknown;Unknown;Unknown;Unknown
GINKA;Japan;"""Return to that summer with you..."" Ryusei returns to the small island of his younger years, where time flows by gently, to spend a fairy-tale summer vacation with his childhood friend ";https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2536840/header.jpg?t=1724998550;Frontwing USA, Bushiroad Inc.;Frontwing;Windows;https://store.steampowered.com/app/2536840/GINKA/;25 Oct, 2023;Adventure, Casual;Unknown;Unknown;Unknown;Unknown
Air Twister;Japan;Take flight with Air Twister - the new all-out rail shooter by legendary arcade developer Yu Suzuki! Similar to Suzuki’s massively successful Space Harrier series, you will encounter ;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2403620/header.jpg?t=1705271780;ININ;Ys Net;Windows;https://store.steampowered.com/app/2403620/Air_Twister/;10 Nov, 2023;Action, Adventure, Indie;Unknown;Unknown;Unknown;Unknown
MAKOTO WAKAIDO’s Case Files TRILOGY DELUXE;Japan;A game based on a simple concept: a mystery puzzle you can complete in an hour. Can you solve the cases narrated in this beautiful pixel-art adventure?;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1562910/header.jpg?t=1716184355;room6;Hakababunko;Windows, macOS;https://store.steampowered.com/app/1562910/MAKOTO_WAKAIDOs_Case_Files_TRILOGY_DELUXE/;18 Oct, 2023;Adventure, Casual, Indie;Unknown;Unknown;Unknown;Unknown
PAC-MAN Mega Tunnel Battle: Chomp Champs;Japan;Eat your way through multiple interconnected mazes using Power Pellets and a variety of Power Items to chomp the GHOSTS and opponent PAC-MAN players! Be the last PAC standing at the end;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2095950/header.jpg?t=1718241810;Bandai Namco Entertainment America Inc.;Amber Studio;Windows;https://store.steampowered.com/app/2095950/PACMAN_Mega_Tunnel_Battle_Chomp_Champs/;8 May, 2024;Casual;Unknown;Unknown;Unknown;Unknown
9th Sentinel Sisters;Japan;"The battle of the clone girls unfolds on a post-apocalyptic Earth, devastated by the alien life form known as ""Bleed."" Pilot the manned weapon ""Father"" to eliminate enemies. Upgrade wea";https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2134560/header.jpg?t=1697770611;Live Wire;Live Wire;Windows;https://store.steampowered.com/app/2134560/9th_Sentinel_Sisters/;5 Oct, 2023;Action, Casual, Indie, Early Access;Unknown;Unknown;Unknown;Unknown
The Legend of Legacy HD Remastered;Japan;RPG fans rejoice as the classic fantasy of Legend of Legacy is remastered in HD and debuting on Steam!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2516220/header.jpg?t=1712340341;NIS America, Inc.;FURYU Corporation;Windows;https://store.steampowered.com/app/2516220/The_Legend_of_Legacy_HD_Remastered/;22 Mar, 2024;Adventure, RPG;Unknown;Unknown;Unknown;Unknown
EXIT VEIL;Japan;Embark on a journey through the dark-psychedelic labyrinth of EXIT VEIL. Use tarot cards to heal the realms, discover yourself and find what truly exists at the center of it all.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2524300/header.jpg?t=1695129867;DANGEN Entertainment;Cherrymochi;Windows;https://store.steampowered.com/app/2524300/EXIT_VEIL/;To be announced;RPG;Unknown;Unknown;Unknown;Unknown
CUSTOM MECH WARS;Japan;Take customization to the extreme with the Omega Customization System and battle with one-of-a-kind combat units in this all-new third-person shooter mecha game.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2328310/header.jpg?t=1721110858;D3PUBLISHER;D3PUBLISHER;Windows;https://store.steampowered.com/app/2328310/CUSTOM_MECH_WARS/;14 Dec, 2023;Action;Unknown;Unknown;Unknown;Unknown
GUNVOLT RECORDS Cychronicle;Japan;A new rhythm music game starring the songstresses of the Azure Striker Gunvolt series, Lumen, Lola, and Luxia singing 15 different songs. Follow the notes to the pounding beat and aim f;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2585040/header.jpg?t=1721266864;INTI CREATES CO., LTD.;INTI CREATES CO., LTD.;Windows;https://store.steampowered.com/app/2585040/GUNVOLT_RECORDS_Cychronicle/;15 Feb, 2024;Action, Casual;Unknown;Unknown;Unknown;Unknown
ROMANCE OF THE THREE KINGDOMS 8 REMAKE;Japan;"Theater of war, infinite drama. A masterpiece of historical simulation, ""ROMANCE OF THE THREE KINGDOMS 8"" is revived after 20 years! Enjoy the greatest military drama in the series, wit";https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2288150/header.jpg?t=1725409693;KOEI TECMO GAMES CO., LTD.;KOEI TECMO GAMES CO., LTD.;Windows;https://store.steampowered.com/app/2288150/ROMANCE_OF_THE_THREE_KINGDOMS_8_REMAKE/;23 Oct, 2024;Simulation, Strategy;Unknown;Unknown;Unknown;Unknown
Contra: Operation Galuga;Japan;The legendary Contra series returns! This reimagining of the classic run-'n'-gun action game from the ‘80s features new stages, new enemies, new play mechanics, and co-op combat for u;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2235020/header.jpg?t=1719893419;KONAMI;WayForward;Windows;https://store.steampowered.com/app/2235020/Contra_Operation_Galuga/;12 Mar, 2024;Action;Unknown;Unknown;Unknown;Unknown
Brazen Blaze;Japan;Brazen Blaze is a 3v3 Smack & Shoot VR Action game with emphasis on close quarter melee combat! Choose from a range of unique Runners each equipped with individual skills meant to destr;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2511050/header.jpg?t=1721326409; MyDearest Inc.;MyDearest Inc.;Windows;https://store.steampowered.com/app/2511050/Brazen_Blaze/;18 Jul, 2024;Action;Unknown;Unknown;Unknown;Unknown
WITCH ON THE HOLY NIGHT;Japan;A tale told with vivid colors and rich sound in a classic TYPE-MOON visual novel.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2052410/header.jpg?t=1724219747;Aniplex Inc.;TYPE-MOON, Lasengle Inc., Hunex;Windows;https://store.steampowered.com/app/2052410/WITCH_ON_THE_HOLY_NIGHT/;14 Dec, 2023;Adventure;Unknown;Unknown;Unknown;Unknown
Refind Self: The Personality Test Game;Japan;Games can really show someone's personality, don't you think? By way of a simple exploration-based adventure, this data-science game analyzes your actions to estimate your personality.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2514960/header.jpg?t=1703139681;PLAYISM;Lizardry;Windows;https://store.steampowered.com/app/2514960/Refind_Self_The_Personality_Test_Game/;13 Nov, 2023;Adventure, Casual, Indie;Unknown;Unknown;Unknown;Unknown
The Detective Reaper Invites;Japan;Use various cards to solve randomly generated murder cases in this roguelite deduction adventure game. The culprit always lies, and the innocent always tell the truth. Make too many mis;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2527600/header.jpg?t=1717411985;PLAYISM;SHIZU KANO UMI;Windows;https://store.steampowered.com/app/2527600/The_Detective_Reaper_Invites/;24 May, 2024;Adventure, Indie;Unknown;Unknown;Unknown;Unknown
Logiart Grimoire;Japan;"Logiart Grimoire is a puzzle game that combines the number puzzle ""Logiart"" and the word puzzle ""Fusion"" in which you deduce combinations from clues.";https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2492390/header.jpg?t=1710486077;Jupiter Corporation;Jupiter Corporation;Windows;https://store.steampowered.com/app/2492390/Logiart_Grimoire/;15 Mar, 2024;Casual, Indie, Strategy;Unknown;Unknown;Unknown;Unknown
Ancient Weapon Holly;Japan;After tens of thousands of years, the ancient weapon Holly awakens, starting her revenge against humanity. Experience the strategy of creating pitfalls to trap enemies and the exhilarat;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2403260/header.jpg?t=1726038071;Aniplex Inc., ACQUIRE Corp.;ACQUIRE Corp.;Windows;https://store.steampowered.com/app/2403260/Ancient_Weapon_Holly/;7 Mar, 2024;Action, Strategy;Unknown;Unknown;Unknown;Unknown
XALADIA: Rise of the Space Pirates X2;Japan;"Face cosmic threats in ""XALADIA"", the ultimate twin-stick shooter! Conquer the battlefield with stunning 3D graphics and evolving combat. Use missiles, lasers, barriers to decimate spac";https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2218190/header.jpg?t=1725244757;ACQUIRE Corp.;ACQUIRE Corp.;Windows;https://store.steampowered.com/app/2218190/XALADIA_Rise_of_the_Space_Pirates_X2/;19 Oct, 2023;Action, Indie, Strategy;Unknown;Unknown;Unknown;Unknown
OPUS: Prism Peak;Japan;OPUS: Prism Peak is a narrative adventure where your choices lead to divergent endings. Play as a photographer lost in an ethereal realm, and unveil its mysteries with your camera to fi;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1947910/header.jpg?t=1724126425;SHUEISHA GAMES;SIGONO INC.;Windows, macOS;https://store.steampowered.com/app/1947910/OPUS_Prism_Peak/;To be announced;Adventure, Indie;Unknown;Unknown;Unknown;Unknown
34EVERLAST;Japan;"""How many times do I have to end the world before I can see you again?"" This is a super-concentrated action entertainment for busy working adults, in which one game loop can be as short";https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2134470/header.jpg?t=1718089592;PLAYISM;Kanata Lab, HYPER REAL;Windows;https://store.steampowered.com/app/2134470/34EVERLAST/;To be announced;Action, Adventure, Casual, Indie;Unknown;Unknown;Unknown;Unknown
Metal Bringer;Japan;"In this roguelike action-adventure, control humanoid ""Labor"" and giant ""Arms"" to uncover the mysteries of the world. Create fully-customizable robots, strengthen them, and take down hor";https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2334170/header.jpg?t=1723115843;PLAYISM;ALPHAWING Inc.;Windows;https://store.steampowered.com/app/2334170/Metal_Bringer/;To be announced;Action, Indie;Unknown;Unknown;Unknown;Unknown
EDEN.schemata();;Japan;EDEN.schemata(); is a multi-ending sci-fi mystery adventure game, featuring headless corpses, a sealed laboratory, a limbless android suspect/heroine, and an amnesiac protagonist. The g;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1630450/header.jpg?t=1707268569;WSS playground, PLAYISM;WSS playground, illuCalab;Windows;https://store.steampowered.com/app/1630450/EDENschemata/;To be announced;Adventure, Indie;Unknown;Unknown;Unknown;Unknown
Fight Crab 2;Japan;Clash claws and flip opponents belly-up in physics-based crab battles! Combine dual-wielded weaponry with multiple fighting stances to create a custom fighting style. Bash, blast, scoop;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2457580/header.jpg?t=1711338265;PLAYISM;Calappa Games;Windows;https://store.steampowered.com/app/2457580/Fight_Crab_2/;13 Feb, 2024;Action, Indie, Early Access;Unknown;Unknown;Unknown;Unknown
BREAK ARTS III;Japan;Freely customize your own robots to win high-speed matches! With the brand new Co-op Mode and Diorama Mode, this game is a fresh new addition to the series.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2522430/header.jpg?t=1708324869;PLAYISM;MercuryStudio;Windows;https://store.steampowered.com/app/2522430/BREAK_ARTS_III/;To be announced;Action, Indie, Racing, Sports;Unknown;Unknown;Unknown;Unknown
Chrome Wolf;Japan;Discover the endgame of Chrome Wolf's journey through epic tank battles and relentless action!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2298010/header.jpg?t=1725607266;KEMCO;MAGITEC;Windows;https://store.steampowered.com/app/2298010/Chrome_Wolf/;17 Aug, 2023;Adventure, RPG, Strategy;Unknown;Unknown;Unknown;Unknown
Radiant Silvergun;Japan;Set on the earth and in space on July 14, 2520 A.D., the film explores the mystery of mankind's extinction. Various terrains become battlefields. Enemies attack from all directions. The;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2450820/header.jpg?t=1705276203;Live Wire;Live Wire, Treasure;Windows;https://store.steampowered.com/app/2450820/Radiant_Silvergun/;2 Nov, 2023;Action;Unknown;Unknown;Unknown;Unknown
The Great Villainess: Strategy of Lily;Japan;"""The Great Villainess: Strategy of Lily"" is a turn based strategy game. The villainess Scarlet comes back from the guillotine. She meets a girl who knows the tech of streaming and becom";https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2454960/header.jpg?t=1726123871;Alliance Arts;WSS playground, oneoreight, Alliance Arts;Windows;https://store.steampowered.com/app/2454960/The_Great_Villainess_Strategy_of_Lily/;To be announced;Indie, Simulation, Strategy;Unknown;Unknown;Unknown;Unknown
Shadow of the Ninja - Reborn;Japan;After 34 years in the shadows, prepare to see this legendary action adventure in a new light! Looking and playing better than ever before, Shadow of the Ninja - Reborn is Tengo Project’;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2543760/header.jpg?t=1724949981;NatsumeAtari, Edigger, United Games Entertainment GmbH;NatsumeAtari;Windows;https://store.steampowered.com/app/2543760/Shadow_of_the_Ninja__Reborn/;29 Aug, 2024;Action, Adventure, RPG;Unknown;Unknown;Unknown;Unknown
Back alley chronicle;Japan;One summer afternoon, Saeki is invited by his friend Maeda to go to an old book festival. . . By chance, the self-proclaimed genius scientist Nanaban asked him to search for the lost bo;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2284410/header.jpg?t=1704697202;路地裏電脳研究所;路地裏電脳研究所;Windows;https://store.steampowered.com/app/2284410/Back_alley_chronicle/;18 Jul, 2023;Adventure, Indie, Early Access;Unknown;Unknown;Unknown;Unknown
SAND LAND;Japan;SAND LAND is an action RPG where you become the main character as Beelzebub, a Fiend Prince. Lead your company of heroic misfits and explore the legendary world of SAND LAND created by ;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1979440/header.jpg?t=1721167350;Bandai Namco Entertainment Inc.;ILCA, Inc.;Windows;https://store.steampowered.com/app/1979440/SAND_LAND/;25 Apr, 2024;Action, RPG;Unknown;Unknown;Unknown;Unknown
River City: Rival Showdown;Japan;River City Ransom is back, rebuilt from the ground up! Rekindle old rivalries and relive past rumbles through a completely revamped story!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2090370/header.jpg?t=1697026639;Arc System Works;Arc System Works;Windows;https://store.steampowered.com/app/2090370/River_City_Rival_Showdown/;11 Oct, 2023;Action, Adventure, RPG;Unknown;Unknown;Unknown;Unknown
Mercenaries Saga 3 -Gray Wolves of War-;Japan;“Mercenaries Saga 3: Gray Wolves of War” is a tactical simulation RPG set in a fantasy background. It is the third game of the Mercenaries Saga.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2142250/header.jpg?t=1725005283;Flyhigh Works;ESQUADRA,inc., RideonJapan;Windows;https://store.steampowered.com/app/2142250/Mercenaries_Saga_3_Gray_Wolves_of_War/;11 Oct, 2023;RPG, Simulation, Strategy;Unknown;Unknown;Unknown;Unknown
Mercenaries Wings: The False Phoenix;Japan;“Mercenaries Wings” is a tactical simulation RPG where you level up, equip and command a group of mercenaries to fight through the stages. Character design is by the illustrator Rai;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2142260/header.jpg?t=1725004893;Flyhigh Works;ESQUADRA,inc., RideonJapan;Windows;https://store.steampowered.com/app/2142260/Mercenaries_Wings_The_False_Phoenix/;11 Oct, 2023;RPG, Strategy;Unknown;Unknown;Unknown;Unknown
Lair Land Story;Japan;Decide a mysterious girl's fate in this stunning visual novel raising sim!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1268140/header.jpg?t=1726130556;PQube, Circle Ent., Flyhigh Works;CIRCLE Ent., Arc System Works, Initory Studio;Windows;https://store.steampowered.com/app/1268140/Lair_Land_Story/;22 Apr, 2020;Indie, Simulation, Strategy;Unknown;Unknown;Unknown;Unknown
