Name;Country;Description;Thumbnail;Publisher_Names;Developer_Names;Platform;Steam_Link;Release_Date;Genre;Epic_Link;Playstation_Link;Xbox_Link;Switch_Link
TURRET SYNDROME VR;Hungary;Tower Defense game in first person view, it can be played in VR with Oculus Rift or in non VR.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/780710/header.jpg?t=1567958711;Genesz;Genesz;Windows;https://store.steampowered.com/app/780710/TURRET_SYNDROME_VR/;25 Jan, 2018;Action, Indie, Strategy, Early Access;;;;
Snoobli;Hungary;Thousand years of knowledge taken by the strangers from humanity, Unleash your mind and join to the Heroes of the Snoobli to lead your way back to the knowledge and take back!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/778630/header.jpg?t=1560037341;0;0;Windows;https://store.steampowered.com/app/778630/Snoobli/;21 Jul, 2018;Action, Adventure, Casual, Indie;;;;
MIAZMA or the Devil's Stone;Hungary;MIAZMA is the second Jonathan Hunt adventure, sequel to award-winning FMV title Yoomurjak’s Ring. The agile NY journalist embarks on a new investigation after a curious meteorite. Wha;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/774141/header.jpg?t=1678287927;M.INDIE;Private Moon Studios;Windows;https://store.steampowered.com/app/774141/MIAZMA_or_the_Devils_Stone/;2 May, 2018;Adventure;;;;
Jurassic Island: The Dinosaur Zoo;Hungary;Come and build your own dinosaur world with this unique Jurassic Island Zoo game! Operate a successful dinosaur park by attracting many visitors. Join the community and build your own c;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/378420/header.jpg?t=1627299236;Framelinenetwork;Framelinenetwork;Windows, macOS;https://store.steampowered.com/app/378420/Jurassic_Island_The_Dinosaur_Zoo/;11 Jun, 2015;Strategy;;;;
Police Tactics: Imperio;Hungary;In POLICE TACTICS: IMPERIO you start your career as an aspiring police chief in Newport Falls, a city that is dirty and corrupt to its core. You are responsible for upholding law and or;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/378800/header.jpg?t=1660130838;astragon Entertainment;CyberphobX Ltd.;Windows, macOS;https://store.steampowered.com/app/378800/Police_Tactics_Imperio/;7 Sep, 2016;Simulation, Strategy;;;;
A Long Road Home;Hungary;A Long Road Home is a successor to the point and click adventure games of the past. Explore a mystical fantasy land ruled by a ruthless tyrant, collect items during your travels and tes;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/576160/header.jpg?t=1703868281;One Bit Studio;One Bit Studio;Windows;https://store.steampowered.com/app/576160/A_Long_Road_Home/;31 Jan, 2017;Adventure, Casual, Indie;;;;
EXIT 4 - Portal;Hungary;Guide the marbles through portals in a magic maze of traps. Can you beat all 60 levels and earn ALL achievements? Be first to be the best!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/730690/header.jpg?t=1534581635;SIXNAILS;SIXNAILS;Windows;https://store.steampowered.com/app/730690/EXIT_4__Portal/;12 Feb, 2018;Casual, Indie;;;;
Born Tubi Wild;Hungary;Control 4 different pigeons to track down unsuspecting pedestrians and present them with falling surprise from the skies.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/756150/header.jpg?t=1706790651;Dzsembori;Dzsembori;Windows;https://store.steampowered.com/app/756150/Born_Tubi_Wild/;20 Dec, 2011;Casual, Indie, Simulation, Free To Play;;;;
The Secret Order 6: Bloodline;Hungary;FIND PANACEUM AND SAVE MANKIND!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/662190/header.jpg?t=1584459290;Artifex Mundi;Sunward Games;Windows, macOS, SteamOS + Linux;https://store.steampowered.com/app/662190/The_Secret_Order_6_Bloodline/;31 Aug, 2017;Adventure, Casual;;;;
EXIT 3 - Painter;Hungary;The marvelous marbles are rolling again! This wonderful puzzle game offers countless fun hours of game play. It includes 60 carefully designed high quality levels. Solid game play, poli;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/730670/header.jpg?t=1518480533;SIXNAILS;SIXNAILS;Windows;https://store.steampowered.com/app/730670/EXIT_3__Painter/;20 Nov, 2017;Casual, Indie;;;;
Endless Fables 2: Frozen Path;Hungary;Pamela Cavendish returns for another adventure! The famous anthropologist ventures into the northern reaches of Europe to rescue a friend who went missing while following the trail of N;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/699780/header.jpg?t=1579788609;Artifex Mundi;Sunward Games;Windows, macOS, SteamOS + Linux;https://store.steampowered.com/app/699780/Endless_Fables_2_Frozen_Path/;16 Nov, 2017;Adventure, Casual;;;;
I Am Overburdened;Hungary;"I Am Overburdened is a silly turn-based roguelike full of crazy artifacts and a ""hero"" who has 20 inventory slots.";https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/690560/header.jpg?t=1693946224;Magic Item Tech;Magic Item Tech;Windows;https://store.steampowered.com/app/690560/I_Am_Overburdened/;2 Nov, 2017;Casual, Indie, RPG;;;;
Defend Your Kingdom;Hungary;Fight legendary monsters, customizing your defensive strategy with different spells and equipments! Throw lightnings to your enemies, summon stone guardians, rise the mercenaries of dar;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/653780/header.jpg?t=1666799624;Burning Pick Entertainment;Burning Pick Entertainment;Windows;https://store.steampowered.com/app/653780/Defend_Your_Kingdom/;27 Jun, 2017;Action, Indie, Strategy;;;;
Mimic Hunter;Hungary;Unsheathe your sword and your hardcore platforming skills to climb forsaken towers, fight nefarious Mimics, and solve unforgiving puzzles in an attempt to uncover the grim truth behind ;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/657400/header.jpg?t=1693065451;Angry Cat Studios;Angry Cat Studios;Windows, Nintendo;https://store.steampowered.com/app/657400/Mimic_Hunter/;23 Jan, 2018;Action, Adventure, Casual, Indie;;;;https://www.nintendo.com/us/store/products/mimic-hunter-switch/
Pinball FX3;Hungary;Pinball FX3 is the biggest, most community focused pinball game ever created. Multiplayer matchups, user generated tournaments and league play create endless opportunity for pinball com;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/442120/header.jpg?t=1716368211;Zen Studios;Zen Studios;Windows, Playstation, Nintendo;https://store.steampowered.com/app/442120/Pinball_FX3/;26 Sep, 2017;Simulation;;https://store.playstation.com/en-us/product/UP4042-CUSA04915_00-PINBALLFX3000000;;https://www.nintendo.com/us/store/products/pinball-fx3-switch/
The Quest;Hungary;The Quest is a beautifully hand-drawn open world role playing game with old school grid-based movement, turn based combat and intricate quests. Explore a huge world, full of challenging;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/428880/header.jpg?t=1667030814;Redshift;Redshift;Windows, macOS;https://store.steampowered.com/app/428880/The_Quest/;19 Feb, 2016;Adventure, Indie, RPG;;;;
EXIT 2 - Directions;Hungary;The marvelous marbles are rolling again! This wonderful puzzle game offers countless fun hours of game play. It includes 60 carefully designed high quality levels. Solid game play, poli;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/658870/header.jpg?t=1518480967;SIXNAILS;SIXNAILS;Windows;https://store.steampowered.com/app/658870/EXIT_2__Directions/;2 Sep, 2017;Casual, Indie;;;;
Logos;Hungary;Here is a planet whose Supreme Lord, Main Logos can be You! The fate of mankind and fauna who inhabit the planet and that of the wandering extraterrestrials may be in your hands. Teach ;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/684040/header.jpg?t=1528914082;Bertalan Zoltán e.v.;Logos Universe;Windows, Nintendo;https://store.steampowered.com/app/684040/Logos/;13 Jun, 2018;Simulation, Strategy;;;;https://www.nintendo.com/us/store/products/decay-of-logos-switch/
The Myth Seekers: The Legacy of Vulcan;Hungary;Discover the truth about the legacy of ancient gods!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/657040/header.jpg?t=1579789622;Artifex Mundi;Sunward Games;Windows, macOS, SteamOS + Linux, Nintendo;https://store.steampowered.com/app/657040/The_Myth_Seekers_The_Legacy_of_Vulcan/;10 Aug, 2017;Adventure, Casual;;;;https://www.nintendo.com/us/store/products/the-myth-seekers-the-legacy-of-vulcan-switch/
Sine Mora EX;Hungary;Sine Mora EX is a side-scrolling shoot'em up that provides a unique challenge, where time is the ultimate factor. Mixing classic shooter sensibilities with contemporary presentation, Si;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/606730/header.jpg?t=1726054525;HandyGames;Digital Reality, Grasshopper Manufacture, Gyroscope Games;Windows, Playstation, Nintendo;https://store.steampowered.com/app/606730/Sine_Mora_EX/;8 Aug, 2017;Action;https://store.epicgames.com/en-US/p/sine-mora-ex-d4fd23;https://store.playstation.com/en-us/product/UP4389-CUSA08149_00-SINEMORA0DE0US00/;;https://www.nintendo.com/us/store/products/sine-mora-ex-switch/
Galaxy of Drones;Hungary;In GoD you control a small colonizing expedition lead by your appointed captain. As you delve deeper and deeper into the unknown of star systems to harvest the most valuable minerals in;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/672940/header.jpg?t=1560610825;Koodilab;Koodilab;Windows, macOS, SteamOS + Linux;https://store.steampowered.com/app/672940/Galaxy_of_Drones/;1 Aug, 2017;Indie, Strategy;;;;
Warhammer 40,000: Inquisitor - Martyr;Hungary;Enter the Chaos-infested Caligari Sector and purge the unclean with the most powerful agents of the Imperium of Man! W40k: Inquisitor – Martyr is a grim Action-RPG featuring multiple ;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/527430/header.jpg?t=1716481052;NeocoreGames;NeocoreGames;Windows, Playstation, Xbox;https://store.steampowered.com/app/527430/Warhammer_40000_Inquisitor__Martyr/;5 Jun, 2018;Action, Adventure, Indie, RPG;;https://store.playstation.com/en-us/product/UP4008-CUSA10632_00-WARHAMMER40KINQ1/;https://www.xbox.com/en-US/games/store/warhammer-40000-inquisitor-martyr/BPG20784Z9S4;
The Overdreamer;Hungary;The Overdreamer is a side-scrolling 2D horror game, in which you must use and combinate various items in order to defeat your enemies and carry on, so that you can figure out what's hap;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/625560/header.jpg?t=1667382183;Hars;Hars;Windows;https://store.steampowered.com/app/625560/The_Overdreamer/;16 Jul, 2017;Adventure, Indie;;;;
Starway Fleet;Hungary;Experience the heat of space combat and discover the Universe as a fighter pilot assigned to the fleet. Be the famous fighter ace, let the whole Universe know your name!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/610680/header.jpg?t=1572874094;StormCube Games;StormCube Games;Windows;https://store.steampowered.com/app/610680/Starway_Fleet/;29 Aug, 2017;Action, Casual, Simulation;;;;
History2048 - 3D puzzle number game;Hungary;History 2048 is a familiar logic game, with beautiful graphics. Travel trough the evolution of mankind, meet with famous kings, warlords and adventurer.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/654570/header.jpg?t=1498073744;purplElephant;purplElephant;Windows;https://store.steampowered.com/app/654570/History2048__3D_puzzle_number_game/;16 Jun, 2017;Casual, Indie;;;;
Global Soccer: A Management Game 2017;Hungary;In Global Soccer: A Management Game 2017 there are no restrictions, the whole world becomes playable! The 210 playable nations and the 4000+ playable clubs guarantees truely infinite ho;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/625700/header.jpg?t=1592305423;Forever Young Games;Forever Young Games, Andrea Hochstein;Windows;https://store.steampowered.com/app/625700/Global_Soccer_A_Management_Game_2017/;24 May, 2017;Casual, Indie, Simulation, Sports, Strategy;;;;
EXIT;Hungary;EXIT is a very challenging puzzle game that requires pure logic rather than luck or dexterity. It includes 100 mind blowing levels. Are you READY?;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/535000/header.jpg?t=1685122953;SIXNAILS;SIXNAILS;Windows;https://store.steampowered.com/app/535000/EXIT/;16 Dec, 2016;Casual, Indie;;;;
Operation KREEP;Hungary;An extraterrestrial organism threatens deep space exploration missions! Only trained personnel working as a team can eliminate these infestations. But, the corporation financing the spa;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/446050/header.jpg?t=1693946588;Magic Item Tech;Magic Item Tech;Windows;https://store.steampowered.com/app/446050/Operation_KREEP/;31 Oct, 2015;Action, Indie;;;;
Theatre of Doom;Hungary;Theatre of Doom is an intense and fast top-down action game. Fight your way through the hellish stages against demonic marionette puppets, and ferocious monsters.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/553020/header.jpg?t=1688456703;Artery Games;Artery Games;Windows, SteamOS + Linux;https://store.steampowered.com/app/553020/Theatre_of_Doom/;19 Apr, 2017;Action, Indie;;;;
The Secret Order 5: The Buried Kingdom;Hungary;Discover the secret Buried Kingdom!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/574260/header.jpg?t=1580113236;Artifex Mundi;Sunward Games;Windows, macOS, SteamOS + Linux;https://store.steampowered.com/app/574260/The_Secret_Order_5_The_Buried_Kingdom/;6 Apr, 2017;Adventure, Casual;;;;
The Secret Order 4: Beyond Time;Hungary;Escape from a time trap!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/517360/header.jpg?t=1581327529;Artifex Mundi;Sunward Games;Windows, macOS, SteamOS + Linux;https://store.steampowered.com/app/517360/The_Secret_Order_4_Beyond_Time/;22 Sep, 2016;Adventure, Casual;;;;
The Secret Order 3: Ancient Times;Hungary;Find a way to destroy the ancient artifacts!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/437420/header.jpg?t=1582282891;Artifex Mundi;Sunward Games;Windows, macOS, SteamOS + Linux;https://store.steampowered.com/app/437420/The_Secret_Order_3_Ancient_Times/;10 Mar, 2016;Adventure, Casual;;;;
The Secret Order 2: Masked Intent;Hungary;Become the wayfarer through the past to force back the evil power!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/399890/header.jpg?t=1584463032;Artifex Mundi;Sunward Games;Windows, macOS, SteamOS + Linux;https://store.steampowered.com/app/399890/The_Secret_Order_2_Masked_Intent/;5 Nov, 2015;Adventure, Casual;;;;
Endless Fables: The Minotaur's Curse;Hungary;Face off against the Minotaur!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/504000/header.jpg?t=1581673090;Artifex Mundi;Sunward Games;Windows, macOS, SteamOS + Linux;https://store.steampowered.com/app/504000/Endless_Fables_The_Minotaurs_Curse/;15 Dec, 2016;Adventure, Casual;;;;
Revhead;Hungary;Revhead is a car racing simulation game, where you have to build your own race car. You start your journey somewhere in a small village in Australia. You have to think as a real Revhead;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/589760/header.jpg?t=1701938612;Creative Pudding Hungary Llc.;Creative Pudding Hungary Llc.;Windows, macOS, SteamOS + Linux, Xbox;https://store.steampowered.com/app/589760/Revhead/;9 Mar, 2017;Action, Adventure, Casual, Indie, Racing, Simulation, Sports, Strategy;;;https://www.xbox.com/en-US/games/store/revhead/9PJ714M9HPT3;
Narborion Saga;Hungary;Enter the world of Narborion Saga: an epic, high fantasy, role-playing game. A mixture of game-book, tactical combat, rogue-like dungeoneering, minigames, and much more ̶ Narborion Sag;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/581340/header.jpg?t=1686155506;Volens Nolens Games;Liber Primus Games;Windows;https://store.steampowered.com/app/581340/Narborion_Saga/;20 Mar, 2017;Adventure, RPG, Strategy;;;;
Infinite Minigolf;Hungary;Explore thousands of holes created by the community, set new world records, participate in multiplayer competitions, customize your character with unlockable clothes and accessories or ;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/446550/header.jpg?t=1682003501;Zen Studios;Zen Studios;Windows, Playstation, Nintendo;https://store.steampowered.com/app/446550/Infinite_Minigolf/;25 Jul, 2017;Casual, Indie, Sports;;https://store.playstation.com/en-us/product/UP4042-CUSA07850_00-IMINIGOLF0000001/;;https://www.nintendo.com/us/store/products/infinite-minigolf-switch/
Totemori;Hungary;Totemori is a free-to-play local-multiplayer brawler where you build towers while trying to topple everyone else’s!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/588180/header.jpg?t=1493702734;Mito Studio;Schrolab;Windows, macOS, SteamOS + Linux;https://store.steampowered.com/app/588180/Totemori/;10 Feb, 2017;Casual, Free To Play, Indie;;;;
Imperium Galactica II;Hungary;Reintroducing a classic from the golden era of gaming, the original empire building space RTS, Imperium Galactica 2 is back and looking better than ever with new high-res textures and v;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/490370/header.jpg?t=1725284845;THQ Nordic;Digital Reality, Gyroscope Games;Windows, macOS, SteamOS + Linux;https://store.steampowered.com/app/490370/Imperium_Galactica_II/;1 Dec, 1999;Strategy;;;;
Imperium Galactica;Hungary;Imperium Galactica. The Universe is yours... if you can handle it. The fourth millennium. Mankind has colonised the galaxy. Created an Empire. Now, it is crumbling. The aliens are restl;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/573790/header.jpg?t=1725284881;THQ Nordic;Digital Reality;Windows;https://store.steampowered.com/app/573790/Imperium_Galactica/;1 Mar, 1997;Strategy;;;;
Legends of Atlantis: Exodus;Hungary;Save Atlantis by building roads, clearing debris, and gathering resources in this strategic time management game!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/347520/header.jpg?t=1572389721;Legacy Games;Alder Games;Windows;https://store.steampowered.com/app/347520/Legends_of_Atlantis_Exodus/;9 Apr, 2012;Casual, Strategy;;;;
League of Mermaids;Hungary;Join the League of Mermaids on an amazing Match-3 Physics puzzle adventure!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/383950/header.jpg?t=1572388356;Legacy Games;Alder Games;Windows;https://store.steampowered.com/app/383950/League_of_Mermaids/;23 Jul, 2013;Casual, Indie;;;;
Atlantis: Pearls of the Deep;Hungary;Save Atlantis in this unique physics-based Match-3 game!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/521280/header.jpg?t=1666294003;Legacy Games;Alder Games;Windows;https://store.steampowered.com/app/521280/Atlantis_Pearls_of_the_Deep/;29 Nov, 2012;Casual, Indie;;;;
Magical Mysteries: Path of the Sorceress;Hungary;Magical Mysteries is a game of brain-teasing puzzles and fast-paced match-3 battles in a magical 3D fantasy world. Search for enchanted scrolls, make useful potions and beat your myster;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/548320/header.jpg?t=1503090492;Alder Games;Alder Games;Windows;https://store.steampowered.com/app/548320/Magical_Mysteries_Path_of_the_Sorceress/;18 Aug, 2017;Adventure, Casual, Indie, RPG, Strategy;;;;
Dustoff Heli Rescue 2;Hungary;In Dustoff Heli Rescue 2 you can: Save hostages being held in Prisoner of War camps. Combat in military attacks in the desert, forests, mines, swamps and fjords.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/553690/header.jpg?t=1536053194;Invictus Games Ltd.;Invictus Games Ltd.;Windows, Playstation, Nintendo;https://store.steampowered.com/app/553690/Dustoff_Heli_Rescue_2/;29 May, 2017;Action, Casual, Indie;;https://store.playstation.com/en-us/product/UP4467-CUSA10312_00-DUSTOFF000000000/;;https://www.nintendo.com/us/store/products/dustoff-heli-rescue-2-switch/
Pinball FX2 VR;Hungary;Creating a brand new way to play pinball that deftly combines the look and feel of digital pinball with the sensation of a real-world experience, Pinball FX2 VR is the premiere place fo;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/547590/header.jpg?t=1682001119;Zen Studios;Zen Studios;Windows, Playstation;https://store.steampowered.com/app/547590/Pinball_FX2_VR/;29 Nov, 2016;Simulation;;https://store.playstation.com/en-us/product/UP4042-CUSA06382_00-PINBALLFX2VR0000/;;
reconquest;Hungary;Reconquest is a real-time strategy base building game. After World War III, mankind got close to extinction. You have to reconquer Earth by making better strategic decisions than your o;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/530040/header.jpg?t=1572873957;StormCube Games;StormCube Games;Windows, macOS;https://store.steampowered.com/app/530040/reconquest/;16 Dec, 2016;Strategy;;;;
Our Wonderful World;Hungary;A slider puzzle is the one where the aim is to sort the given pieces;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/562600/header.jpg?t=1493764278;White Rabbit Games;White Rabbit Games;Windows, SteamOS + Linux;https://store.steampowered.com/app/562600/Our_Wonderful_World/;29 Nov, 2016;Casual, Indie;;;;
Miniature - The Story Puzzle;Hungary;The Miniature is a unique 3D Story-based puzzle game, a stunning visual world, fascinating music and original game mode.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/536680/header.jpg?t=1478775318;purpleElephant;purpleElephant;Windows, Nintendo;https://store.steampowered.com/app/536680/Miniature__The_Story_Puzzle/;28 Oct, 2016;Casual, Indie, Strategy;;;;https://www.nintendo.com/us/store/products/miniature-the-story-puzzle-switch/
Quern - Undying Thoughts;Hungary;Discover the truth about Quern’s past, unfold the mysteries of its present, and be the explorer who shapes its future. Quern introduces reusable puzzle mechanics to the classic genre,;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/512790/header.jpg?t=1723110915;Zadbox Entertainment;Zadbox Entertainment;Windows, macOS, SteamOS + Linux, Playstation;https://store.steampowered.com/app/512790/Quern__Undying_Thoughts/;28 Nov, 2016;Adventure;;https://store.playstation.com/en-us/product/UP3690-PPSA19438_00-0425171013395435;;
Pengame;Hungary;Pengame is an action-platformer with a unique, completely hand-drawn aesthetic style.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/494240/header.jpg?t=1579598116;Rogue Relay;Rogue Relay;Windows;https://store.steampowered.com/app/494240/Pengame/;To be announced;Action, Indie;;;;
Candy Blast;Hungary;A new flavor of chain-reaction games;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/474050/header.jpg?t=1643999021;White Rabbit Games;White Rabbit Games;Windows;https://store.steampowered.com/app/474050/Candy_Blast/;30 Jun, 2016;Casual, Indie;;;;
Ball of Wonder;Hungary;Come with us to the magnicifent world of circuses.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/508760/header.jpg?t=1650833000;My Way Games;White Rabbit Games;Windows, SteamOS + Linux;https://store.steampowered.com/app/508760/Ball_of_Wonder/;28 Oct, 2016;Casual, Indie;;;;
The Construct;Hungary;“The Construct” is a classical top-down view adventure indie game. The gameplay mixes retro-like gameplay mechanics with modern features and a spectacular atmosphere and mysterious ;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/525190/header.jpg?t=1633300248;Cannibal Panda Studios;Cannibal Panda Studios;Windows;https://store.steampowered.com/app/525190/The_Construct/;12 Sep, 2016;Action, Adventure, Indie;;;;
Paper Train Traffic;Hungary;Paper Train Traffic is here to test your mind and reflexes with increasingly complex challenges. From single railroads to multi railway nodes, your task is to supervise the ongoing trai;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/447310/header.jpg?t=1478250840;isTom Games Kft.;isTom Games Kft.;Windows, SteamOS + Linux;https://store.steampowered.com/app/447310/Paper_Train_Traffic/;4 Mar, 2016;Casual, Indie, Simulation;;;;
Mad Bullets;Hungary;Mad Bullets, the wackiest shooter is here to put your reflexes and laughing muscles to an intensive test. You can forget about boring stories, complicated controls and irritating tutori;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/452860/header.jpg?t=1478250686;isTom Games Kft.;isTom Games Kft.;Windows, Nintendo;https://store.steampowered.com/app/452860/Mad_Bullets/;10 Jun, 2016;Action, Casual, Indie;;;;https://www.nintendo.com/us/store/products/mad-bullets-switch/
Nyan Cat: Lost In Space;Hungary;Play with the most celebrated flying cat in human history. Drink milk, eat ice-cream, collect coins, buy gorgeous boosts, fly like a superhero (sorry... supercat), jump onto platforms m;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/415420/header.jpg?t=1478250717;isTom Games Kft.;isTom Games Kft.;Windows, SteamOS + Linux;https://store.steampowered.com/app/415420/Nyan_Cat_Lost_In_Space/;4 Dec, 2015;Action, Casual;;;;
Malazard: Magic Defense;Hungary;Unleash the magic inside you!Purify the demonic legion with a set of powerful abilities.The collapsing world relies upon you, experience what it means to control all Magic!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/504420/header.jpg?t=1583228098;Invictus Games Ltd.;Invictus Games Ltd.;Windows;https://store.steampowered.com/app/504420/Malazard_Magic_Defense/;17 Nov, 2016;Action, Indie;;;;
The Dark Legions;Hungary;The Dark Legions is a 3d real-time strategy game in the medieval ages. You can command your army and build your empire through story driven missions. Or you can prove your strength agai;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/492530/header.jpg?t=1497382957;Mascot Entertainment;Mascot Entertainment;Windows;https://store.steampowered.com/app/492530/The_Dark_Legions/;1 Apr, 2004;Indie, Strategy;;;;
Land It!;Hungary;Try yourself as an air traffic controller and direct planes to safe landing! Can you land airplanes without crashing them? Can you be as good as the real people who run the show when yo;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/45420/header.jpg?t=1470070828;Nemesys Games;Nemesys Games;Windows, macOS;https://store.steampowered.com/app/45420/Land_It/;1 Aug, 2016;Casual, Indie, Simulation;;;;
Sudden Strike 4;Hungary;Sudden Strike is back! The beloved Real Time Strategy series returns, this time with bigger battlefields, more units, better graphics, new scenarios and legendary commanders – making ;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/373930/header.jpg?t=1724323510;Kalypso Media;Kite Games;Windows, macOS, SteamOS + Linux, Playstation;https://store.steampowered.com/app/373930/Sudden_Strike_4/;11 Aug, 2017;Strategy;;https://store.playstation.com/en-us/product/UP2060-CUSA07103_00-SUDDENSTRIKE4444/;;
Meridian: Squad 22;Hungary;Meridian: Squad 22 is a single-player science-fiction real-time strategy game with a focus on base building and advanced tactics. Every single choice, every tactical decision you make, ;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/451400/header.jpg?t=1718015609;Headup;Elder Games;Windows;https://store.steampowered.com/app/451400/Meridian_Squad_22/;11 Aug, 2016;Action, Indie, Strategy;;;;
Adorables;Hungary;Great game with the cutest characters you ever imagined;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/366760/header.jpg?t=1651952894;Volens Nolens Games;White Rabbit;Windows, SteamOS + Linux;https://store.steampowered.com/app/366760/Adorables/;30 Mar, 2016;Casual, Indie, Sports, Strategy;;;;
Codename: Panzers, Phase Two;Hungary;Fight alongside your troops in the sweltering desert heat of the Sahara or in the blustery heights of the Italian Alps. Wield your strategic prowess to gain the upper hand by the light ;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/411320/header.jpg?t=1562845976;THQ Nordic;Stormregion, THQ Nordic;Windows;https://store.steampowered.com/app/411320/Codename_Panzers_Phase_Two/;21 Jul, 2005;Simulation, Strategy;;;;
Codename: Panzers, Phase One;Hungary;Codename: Panzers is an incredible real-time strategy thrill ride. Nerves of steel are required when you're a tank driver. One direct hit and you're done for, but you must throw yoursel;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/411310/header.jpg?t=1562845886;THQ Nordic;Stormregion, THQ Nordic;Windows;https://store.steampowered.com/app/411310/Codename_Panzers_Phase_One/;16 Jun, 2004;Simulation, Strategy;;;;
Thunder Wolves;Hungary;When this “wolf pack” strikes, you hear the thunder roll. The Thunder Wolves attack from the air. They are mercenaries, and the best helicopter pilots in the world. Every one of the;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/232970/header.jpg?t=1726054879;HandyGames;Most Wanted Entertainment;Windows;https://store.steampowered.com/app/232970/Thunder_Wolves/;15 May, 2013;Action, Casual, Indie;;;;
Balrum;Hungary;Balrum is an old-school, turn-based, open world RPG with deep tactical combat. Explore a huge living fantasy world with dozens of side quests next to an epic main quest. Grow your own c;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/424250/header.jpg?t=1723626326;Balcony Softworks;Balcony Softworks;Windows, macOS, SteamOS + Linux;https://store.steampowered.com/app/424250/Balrum/;29 Feb, 2016;Adventure, Indie, RPG, Strategy;;;;
Army of Pixels;Hungary;Pixel strategy that combines real-time and turn-based gameplay. 17 factions from vampire queens to mechanical golems.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/390920/header.jpg?t=1482079627;Gergely Zsolnay, Richard Markos;Gergely Zsolnay, Richard Markos;Windows;https://store.steampowered.com/app/390920/Army_of_Pixels/;29 Oct, 2015;Indie, Strategy;;;;
