Name;Country;Description;Thumbnail;Publisher_Names;Developer_Names;Platform;Steam_Link;Release_Date;Genre;Epic_Link;Playstation_Link;Xbox_Link;Switch_Link
Islands & Trains;Hungary;Build Islands. And Trains. No goals, no timer, no stress. Just build, relax, enjoy.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1957760/header.jpg?t=1725443247;Future Friends Games;Akos Makovics;Windows;https://store.steampowered.com/app/1957760/Islands__Trains/;To be announced;Casual, Indie, Simulation;;;;
Ghostboy;Hungary;Would you return from death to help your loved ones through grief? Make fate turning decisions, micromanage the family’s relationships and defeat the negative thoughts on tower defens;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2146560/header.jpg?t=1723444154;Two Blackbirds;Two Blackbirds;Windows, macOS;https://store.steampowered.com/app/2146560/Ghostboy/;24 Jun, 2024;Indie, Strategy;;;;
Locked In Mind;Hungary;In Locked in Mind, you are trapped in a virtual escape room full of puzzles. Use your wits to solve them at your own pace without the pressure of a time limit. Perfect for players of al;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2252820/header.jpg?t=1703810422;Bendixer Softwares;Bendegúz Anisics, András Nemes;Windows;https://store.steampowered.com/app/2252820/Locked_In_Mind/;4 Jan, 2023;Casual, Indie, Early Access;;;;
Lilium;Hungary;Lilium is an action role-playing game taking place in a very small, but dense open world. It has a short, interesting main story, several side quests, dungeons and exciting secrets wait;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1926180/header.jpg?t=1723583158;Zoltán Cser;Zoltán Cser;Windows;https://store.steampowered.com/app/1926180/Lilium/;11 Nov, 2022;Action, Adventure, RPG, Early Access;;;;
A Most Extraordinary Gnome;Hungary;A Most Extraordinary Gnome is a narrative-driven 2D action game focused on unique boss battles. Protect the forest, keep the animals safe and drive away the incoming darkness in this go;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2089710/header.jpg?t=1673192626;Save Sloth Studios;Save Sloth Studios;Windows;https://store.steampowered.com/app/2089710/A_Most_Extraordinary_Gnome/;8 Dec, 2022;Action, Adventure, Indie;;;;
Revans;Hungary;They have taken 67% of your country and are waiting for the day when the remained part will die. But you have been misunderstood again. You're just doing what any normal person would do;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1980590/header.jpg?t=1714684186;Format lib: /s;Format lib: /s;Windows;https://store.steampowered.com/app/1980590/Revans/;12 Jan, 2023;Action, Adventure, Indie;;;;
DROP - System Breach;Hungary;Welcome to DROP, a fast-paced action-strategy hacking simulator. Ready to hack your way to fame and fortune while avoiding getting caught? Use stealth and cunning to maneuver between th;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1902300/header.jpg?t=1725281476;MicroProse Software;Etherfield Studio;Windows, macOS, Nintendo;https://store.steampowered.com/app/1902300/DROP__System_Breach/;28 Mar, 2023;Action, Indie, Simulation, Strategy;;;;https://www.nintendo.com/us/store/products/drop-system-breach-switch/
Follow The Crown;Hungary;Join a thrilling adventure with an Ambassador of the United States & a Hungarian Crown Guard to keep the Hungarian Holy Crown from Nazis and return it to Hungary during the Cold War. Yo;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2181830/header.jpg?t=1669055198;Tű Fokán Művészeti Alapítvány;Phantom Pixels;Windows;https://store.steampowered.com/app/2181830/Follow_The_Crown/;21 Nov, 2022;Adventure, Free To Play, Indie;;;;
Vivaland;Hungary;A life sim where 1-8 players can craft their stories in a modern small-town. Create unique characters, steer their lives and careers! Let them breathe life into your unique town in Viva;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1976830/header.jpg?t=1721402729;HypeTrain Digital;Hive5 Interactive;Windows;https://store.steampowered.com/app/1976830/Vivaland/;To be announced;Casual, Indie, Simulation;;;;
Black Hole Pool VR;Hungary;Are you ready to smash some balls in VR? Black Hole Pool is the ultimate Pool/Billiard VR experience with the most accurate physics and great graphics.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1933320/header.jpg?t=1685660106;Pixel Works Ltd.;Pixel Works Ltd.;Windows;https://store.steampowered.com/app/1933320/Black_Hole_Pool_VR/;2 Aug, 2022;Simulation, Sports;;;;
Starfall Protocol;Hungary;Starfall Protocol is a Starship colony sim with RPG adventures in a galaxy with millions of explorable planets!🌌;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1946440/header.jpg?t=1717525697;Chaos Systematic;Chaos Systematic;Windows;https://store.steampowered.com/app/1946440/Starfall_Protocol/;To be announced;Indie, Simulation, Strategy;;;;
Ashen Arrows;Hungary;Ashen Arrows is a Nordic mythology-themed VR archery game featuring roguelike gameplay, tower defense elements, and puzzles.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1947240/header.jpg?t=1689284496;Rusty Pipes Games;Rusty Pipes Games;Windows;https://store.steampowered.com/app/1947240/Ashen_Arrows/;12 Jun, 2023;Action, Adventure, Indie, Simulation, Early Access;;;;
Amazing Machines;Hungary;Build amazing machines and create exciting chain reactions!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1962090/header.jpg?t=1667463148;Markt+Technik Verlag GmbH;Moragami;Windows;https://store.steampowered.com/app/1962090/Amazing_Machines/;3 Nov, 2022;Casual;;;;
Contraptions;Hungary;"Contraptions is a physics based puzzle game with a fun cartoony look. How many steps does it take to change a light bulb? If your answer is 10 or more, then you are ready for ""Contrapti";https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1117710/header.jpg?t=1605906614;Funbox Media Ltd;Moragami Co., Ltd;Windows, Nintendo;https://store.steampowered.com/app/1117710/Contraptions/;8 Oct, 2019;Indie;;;;https://www.nintendo.com/us/store/products/contraptions-switch/
Leashed Soul;Hungary;Use your imagination! How grateful would you be if you got the biggest and best present you could dream of? When Beydo, the wooden doll comes to life he starts on a mission that spans t;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/589850/header.jpg?t=1501564052;LumiNet;Level One Games;Windows, macOS, SteamOS + Linux;https://store.steampowered.com/app/589850/Leashed_Soul/;15 Jun, 2017;Adventure, Casual, Indie;;;;
War Thunder;Hungary;War Thunder is the most comprehensive free-to-play, cross-platform, MMO military game dedicated to aviation, armoured vehicles, and naval craft, from the early 20th century to the most ;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/236390/header.jpg?t=1726468685;Gaijin Network Ltd;Gaijin Entertainment;Windows, macOS, SteamOS + Linux, Playstation, Xbox;https://store.steampowered.com/app/236390/War_Thunder/;15 Aug, 2013;Action, Massively Multiplayer, Simulation, Free To Play;;https://store.playstation.com/en-us/product/UP4432-CUSA00224_00-WARTHUNDER000000;https://origin-ppe.xbox.com/en-US/games/store/war-thunder/BX1DTCBD1HXJ/0001;
Elland: The Crystal Wars;Hungary;After 20 years, experience the never-before-released Game Boy Advance game Elland: The Crystal Wars. As an ace raptor pilot, protect the Gatherers as they harvest the precious Crystal f;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2114440/header.jpg?t=1664792570;Pixel Games UK, Retro Room Games;Soft Brigade, AUK Play;Windows;https://store.steampowered.com/app/2114440/Elland_The_Crystal_Wars/;3 Oct, 2022;Action;;;;
RollCats;Hungary;A futuristic racing game across the galaxy. Huge cats rolling on massive wheels. Drifts, weapons and crazy speed tests your driving skills!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2091700/header.jpg?t=1719405571;Hoglet Interactive;Hoglet Interactive;Windows, SteamOS + Linux;https://store.steampowered.com/app/2091700/RollCats/;To be announced;Action, Racing;;;;
Fabular: Prologue;Hungary;Cross blades with space knights in an epic roguelike where the futuristic and the medieval collide! Battle, loot and upgrade your way across the galaxy, defeating rival ships in grippin;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2060550/header.jpg?t=1704208232;Spiritus Games;Spiritus Games;Windows;https://store.steampowered.com/app/2060550/Fabular_Prologue/;8 Jul, 2022;Action, Adventure, Indie, RPG, Free To Play;;;;
Noodle Party;Hungary;A trivia party game with a high range of questions and multiple minigames along the way. Compete against friends or family, with up to 4 players locally! Prove you are the smartest nood;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2070970/header.jpg?t=1677489157;BuBit Games;BuBit Games;Windows;https://store.steampowered.com/app/2070970/Noodle_Party/;To be announced;Casual, Indie;;;;
What The Fortress!?;Hungary;A Tower Defense game where YOU carve the path for your enemies and YOU form the terrain. Unlock 20+ Towers, fight against 30 types of enemies and choose from 5 different ground tiles.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2067910/header.jpg?t=1662640001;Adam Cs;Adam Cs;Windows;https://store.steampowered.com/app/2067910/What_The_Fortress/;6 Sep, 2022;Casual, Indie, Strategy;;;;
Vroom! Obstacle Racing;Hungary;Vroom! Obstacle Racing© is a new multi-round battle royale style game in development.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1728090/header.jpg?t=1668532875;Adam Bernath;Adam Bernath;Windows;https://store.steampowered.com/app/1728090/Vroom_Obstacle_Racing/;To be announced;Action, Massively Multiplayer, Racing, Simulation, Sports, Strategy;;;;
Where Birds Go to Sleep;Hungary;Join the ultimate expedition and enter Cormo's mind as he embarks on a gruelling mission to chart a mysterious island shrouded in mind-bending fog. Put your persuasion skills to the tes;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1387640/header.jpg?t=1720813556;Quiet Little Feet;Quiet Little Feet;Windows, SteamOS + Linux;https://store.steampowered.com/app/1387640/Where_Birds_Go_to_Sleep/;To be announced;Adventure, RPG;;;;
MOAR - Appeteaser;Hungary;The sandbox version of Mayhem on a Rainbow - VR. It offers endless fun with arena and wave shooters, spiced with mini games and upcoming new features. A glimpse into the wacky apocalyps;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2074490/header.jpg?t=1725135069;Lumi Finley;Lumi Finley;Windows;https://store.steampowered.com/app/2074490/MOAR__Appeteaser/;10 Jan, 2024;Action, Adventure;;;;
Mayhem on a Rainbow - VR;Hungary;Havoc in a wacky apocalypse. Dual-wield gunblades while riding a unicorn, stop to pet your dragon then ride off on your spaceboat. Investigate the fall of the once-flourishing metaverse;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1594690/header.jpg?t=1725135077;Lumi Finley;Lumi Finley;Windows;https://store.steampowered.com/app/1594690/Mayhem_on_a_Rainbow__VR/;To be announced;Action, Adventure, Early Access;;;;
